iter	MAE
206	2016.383681
207	2015.922403
208	2015.614003
209	2014.979075
210	2014.336589
211	2014.13547
212	2013.674112
213	2013.362522
214	2013.06964
215	2012.315334
216	2011.698981
217	2011.392447
218	2011.051751
219	2010.606574
220	2010.310457
221	2009.727869
222	2009.293229
223	2009.0276
224	2008.765772
225	2008.44567
226	2008.088854
227	2007.7339
228	2006.995455
229	2006.610701
230	2006.251417
231	2005.895905
232	2005.67118
233	2005.448124
234	2005.12562
235	2004.950976
236	2004.729512
237	2004.373831
238	2004.126925
239	2003.854445
240	2003.516665
241	2003.149738
242	2002.331637
243	2002.001072
244	2001.787987
245	2001.212616
246	2000.741283
247	2000.245459
248	2000.065204
249	1999.778027
250	1999.522565
251	1999.337698
252	1999.059804
253	1998.845301
254	1997.991056
255	1997.646337
256	1996.96709
257	1996.823129
258	1996.254374
259	1995.737055
260	1995.488566
261	1995.114572
262	1994.434744
263	1994.024016
264	1993.792099
265	1993.31898
266	1992.973162
267	1992.723888
268	1992.129391
269	1991.700177
270	1991.390955
271	1990.906773
272	1990.564103
273	1990.14343
274	1990.04867
275	1989.30874
276	1988.428578
277	1988.264336
278	1987.736598
279	1987.567793
280	1986.974667
281	1986.355799
282	1986.186644
283	1986.014025
284	1985.907726
285	1985.727947
286	1985.515943
287	1985.313751
288	1985.071716
289	1984.852015
290	1984.569068
291	1984.311905
292	1984.151164
293	1983.933646
294	1983.729573
295	1983.559584
296	1983.281158
297	1982.945135
298	1982.76495
299	1982.433229
300	1981.906116
301	1981.732518
302	1981.198551
303	1980.900574
304	1980.325146
305	1979.814553
306	1979.112995
307	1978.727499
308	1978.576608
309	1978.083559
310	1977.60075
311	1977.324602
312	1977.158186
313	1977.011577
314	1976.611527
315	1976.456166
316	1976.224266
317	1976.019157
318	1975.740852
319	1975.576837
320	1975.376423
321	1975.141946
322	1974.880163
323	1974.469982
324	1973.877089
325	1973.733085
326	1973.378307
327	1973.098887
328	1972.889711
329	1972.731584
330	1972.320882
331	1971.719012
332	1971.496961
333	1970.802128
334	1970.217835
335	1969.976487
336	1969.694702
337	1969.278115
338	1969.069273
339	1968.743727
340	1968.2973
341	1968.097553
342	1967.90806
343	1967.747703
344	1967.317606
345	1967.178623
346	1966.904476
347	1966.596365
348	1966.485639
349	1966.138768
350	1965.96344
351	1965.667301
352	1965.510984
353	1965.257458
354	1964.543674
355	1964.41284
356	1964.157771
357	1963.963528
358	1963.811105
359	1963.609569
360	1963.356518
361	1963.151537
362	1962.720508
363	1962.561726
364	1961.990431
365	1961.529605
366	1961.342929
367	1960.951248
368	1960.479694
369	1960.355769
370	1959.922057
371	1959.537333
372	1959.027439
373	1958.575728
374	1958.29404
375	1958.164206
376	1957.986418
377	1957.353875
378	1956.836024
379	1956.411113
380	1955.952755
381	1955.546732
382	1955.172014
383	1954.923619
384	1954.580994
385	1954.279221
386	1953.909823
387	1953.759
388	1953.61948
389	1953.460712
390	1953.248633
391	1952.766923
392	1952.463865
393	1952.351303
394	1952.08744
395	1951.683355
396	1951.515088
397	1951.247241
398	1950.87072
399	1950.394608
400	1950.146638
401	1949.85689
402	1949.679262
403	1949.342536
404	1949.114765
405	1948.9428
406	1948.501321
407	1948.375861
408	1948.254973
409	1947.769395
410	1947.648208
411	1947.403452
412	1947.243265
413	1946.953438
414	1946.804002
415	1946.172312
416	1945.846111
417	1945.662587
418	1945.471695
419	1945.289544
420	1945.15048
421	1945.018248
422	1944.771271
423	1944.681265
424	1944.491153
425	1944.089291
426	1943.760855
427	1943.541189
428	1943.398591
429	1943.208657
430	1943.072728
431	1942.652458
432	1942.471125
433	1942.280157
434	1942.099006
435	1941.733479
436	1941.391203
437	1941.165204
438	1940.954684
439	1940.627922
440	1940.432784
441	1940.015344
442	1939.642837
443	1939.483103
444	1939.193374
445	1939.085736
446	1938.941993
447	1938.738229
448	1938.526527
449	1938.312242
450	1938.135935
451	1937.943562
452	1937.787064
453	1937.568737
454	1937.382494
455	1937.148045
456	1936.944014
457	1936.690107
458	1936.473022
459	1936.191832
460	1936.035454
461	1935.573683
462	1935.105386
463	1934.832946
464	1934.735759
465	1934.502475
466	1934.3427
467	1934.062568
468	1933.927645
469	1933.742339
470	1933.526446
471	1933.33654
472	1932.875977
473	1932.243793
474	1932.096472
475	1931.966013
476	1931.789993
477	1931.640027
478	1931.530692
479	1931.318303
480	1931.1685
481	1930.731213
482	1930.501951
483	1930.132709
484	1930.038008
485	1929.580284
486	1929.292766
487	1929.133588
488	1928.986041
489	1928.698805
490	1928.448904
491	1928.098103
492	1927.916538
493	1927.387802
494	1927.161386
495	1926.942785
496	1926.810371
497	1926.477605
498	1926.332943
499	1925.87716
500	1925.65521
501	1925.59142
502	1925.453731
503	1925.291497
504	1924.995289
505	1924.576676
506	1924.37014
507	1923.943988
508	1923.652574
509	1923.351573
510	1922.822169
511	1922.586432
512	1922.446594
513	1922.240071
514	1921.928179
515	1921.7787
516	1921.640106
517	1921.259627
518	1921.159719
519	1920.787257
520	1920.655742
521	1920.166825
522	1920.09788
523	1919.853106
524	1919.669998
525	1919.540103
526	1919.195593
527	1918.714056
528	1918.318709
529	1918.180365
530	1917.683096
531	1917.361736
532	1917.189948
533	1916.877116
534	1916.563933
535	1916.389891
536	1916.252568
537	1916.162719
538	1915.851923
539	1915.529641
540	1915.406516
541	1915.20708
542	1915.01983
543	1914.769319
544	1914.541212
545	1914.319889
546	1914.169957
547	1914.033819
548	1913.894318
549	1913.793259
550	1913.608559
551	1913.303965
552	1913.131342
553	1912.949479
554	1912.650395
555	1912.460424
556	1912.161721
557	1911.905906
558	1911.743148
559	1911.576531
560	1911.438458
561	1911.254542
562	1911.114119
563	1910.978624
564	1910.810813
565	1910.625073
566	1910.507926
567	1910.257792
568	1909.819506
569	1909.657951
570	1909.34549
571	1909.168839
572	1908.910263
573	1908.71647
574	1908.574361
575	1908.223446
576	1908.022345
577	1907.86162
578	1907.424842
579	1907.257269
580	1907.028485
581	1906.790247
582	1906.607416
583	1906.456286
584	1906.222523
585	1905.993527
586	1905.601646
587	1905.433488
588	1905.247081
589	1904.917518
590	1904.766151
591	1904.521902
592	1904.199771
593	1903.966846
594	1903.867044
595	1903.74754
596	1903.490609
597	1903.342493
598	1903.145422
599	1902.86441
600	1902.614119
601	1902.434595
602	1902.167263
603	1901.896954
604	1901.775779
605	1901.489563
606	1901.158369
607	1901.011006
608	1900.58616
609	1900.410877
610	1900.212202
611	1900.006415
612	1899.876927
613	1899.60881
614	1899.44531
615	1899.15816
616	1899.010654
617	1898.856776
618	1898.732454
619	1898.639082
620	1898.517766
621	1898.353279
622	1898.193207
623	1898.058293
624	1897.881886
625	1897.762291
626	1897.397603
627	1897.289114
628	1897.193487
629	1897.062502
630	1896.941512
631	1896.783819
632	1896.592827
633	1896.44116
634	1896.263521
635	1896.157456
636	1895.953662
637	1895.796968
638	1895.549904
639	1895.431573
640	1895.248137
641	1895.033653
642	1894.740647
643	1894.573705
644	1894.419888
645	1894.30909
646	1894.191848
647	1893.736951
648	1893.565158
649	1893.346076
650	1893.225661
651	1892.873604
652	1892.692719
653	1892.491274
654	1892.268776
655	1892.01634
656	1891.828528
657	1891.713364
658	1891.345028
659	1890.925789
660	1890.701348
661	1890.449794
662	1890.135304
663	1890.058121
664	1889.974485
665	1889.821712
666	1889.755813
667	1889.688803
668	1889.470633
669	1889.145558
670	1888.951594
671	1888.853881
672	1888.477401
673	1888.364219
674	1888.101234
675	1888.059693
676	1887.711078
677	1887.560355
678	1887.424776
679	1887.20971
680	1886.775646
681	1886.688264
682	1886.588299
683	1886.157959
684	1885.999558
685	1885.537112
686	1885.344148
687	1885.078775
688	1884.963614
689	1884.773269
690	1884.644535
691	1884.488514
692	1884.365261
693	1884.284678
694	1884.127828
695	1883.93409
696	1883.770783
697	1883.648584
698	1883.529449
699	1883.248081
700	1883.098623
701	1882.98019
702	1882.672319
703	1882.59296
704	1882.210471
705	1882.017439
706	1881.949931
707	1881.837477
708	1881.472995
709	1881.351949
710	1881.184783
711	1880.954867
712	1880.673011
713	1880.462629
714	1880.283091
715	1880.125575
716	1879.993536
717	1879.79431
718	1879.573113
719	1879.246471
720	1878.901853
721	1878.662991
722	1878.535587
723	1878.354607
724	1877.995969
725	1877.815486
726	1877.660624
727	1877.426951
728	1877.255395
729	1877.158016
730	1876.993375
731	1876.679349
732	1876.606025
733	1876.377458
734	1876.107365
735	1875.875116
736	1875.764477
737	1875.617207
738	1875.495024
739	1875.34645
740	1875.071137
741	1874.928531
742	1874.693951
743	1874.460476
744	1874.078034
745	1873.909963
746	1873.698779
747	1873.365254
748	1873.196065
749	1873.08808
750	1872.843904
751	1872.561725
752	1872.427962
753	1872.213729
754	1872.084087
755	1871.945643
756	1871.883383
757	1871.713613
758	1871.545832
759	1871.172308
760	1870.974661
761	1870.594521
762	1870.45098
763	1870.188668
764	1870.019784
765	1869.633967
766	1869.498457
767	1869.391286
768	1869.20826
769	1868.968245
770	1868.777001
771	1868.519922
772	1868.438686
773	1868.319809
774	1868.11276
775	1868.027446
776	1867.852331
777	1867.574721
778	1867.19863
779	1866.961555
780	1866.783846
781	1866.729348
782	1866.471761
783	1866.33595
784	1866.288809
785	1866.217769
786	1866.024311
787	1865.750727
788	1865.637846
789	1865.543827
790	1865.265586
791	1865.180326
792	1865.019081
793	1864.708288
794	1864.417855
795	1864.204275
796	1864.102287
797	1863.947939
798	1863.741035
799	1863.609651
800	1863.465533
801	1863.259496
802	1863.072827
803	1862.967771
804	1862.845992
805	1862.666159
806	1862.544183
807	1862.423026
808	1862.242068
809	1862.085851
810	1861.969859
811	1861.795553
812	1861.635642
813	1861.487256
814	1861.38151
815	1861.136341
816	1860.943082
817	1860.896847
818	1860.525967
819	1860.440087
820	1860.33162
821	1860.271145
822	1860.121178
823	1859.767894
824	1859.658268
825	1859.482941
826	1859.213691
827	1858.953229
828	1858.823408
829	1858.682736
830	1858.487151
831	1858.205578
832	1858.048958
833	1857.879076
834	1857.717675
835	1857.50911
836	1857.240618
837	1857.144891
838	1856.998314
839	1856.84045
840	1856.671653
841	1856.361636
842	1856.143274
843	1855.924771
844	1855.638513
845	1855.414466
846	1855.242137
847	1855.105785
848	1854.872405
849	1854.678117
850	1854.527569
851	1854.424358
852	1853.905615
853	1853.808129
854	1853.6011
855	1853.480821
856	1853.158309
857	1853.064696
858	1852.806784
859	1852.667088
860	1852.49075
861	1852.364736
862	1852.249496
863	1852.148477
864	1852.007931
865	1851.904174
866	1851.810316
867	1851.439574
868	1851.303355
869	1851.215466
870	1851.154471
871	1851.032843
872	1850.92645
873	1850.58868
874	1850.478979
875	1850.269564
876	1850.082083
877	1849.959942
878	1849.783406
879	1849.659318
880	1849.481521
881	1849.416236
882	1849.307608
883	1849.10821
884	1848.842245
885	1848.631076
886	1848.554429
887	1848.277907
888	1848.120954
889	1847.982841
890	1847.850352
891	1847.700922
892	1847.487328
893	1847.422152
894	1847.14291
895	1847.045341
896	1846.941921
897	1846.624515
898	1846.367202
899	1846.157385
900	1846.033344
901	1845.924731
902	1845.789645
903	1845.59794
904	1845.4803
905	1845.293781
906	1845.218638
907	1845.010012
908	1844.87118
909	1844.697809
910	1844.479962
911	1844.417773
912	1844.327826
913	1844.066739
914	1843.991648
915	1843.8432
916	1843.708267
917	1843.617125
918	1843.514925
919	1843.23744
920	1843.102344
921	1842.95369
922	1842.758958
923	1842.456944
924	1842.305725
925	1842.103461
926	1841.941682
927	1841.816509
928	1841.699986
929	1841.567661
930	1841.422375
931	1841.203963
932	1840.951628
933	1840.868616
934	1840.688135
935	1840.448761
936	1840.257575
937	1840.145346
938	1840.015874
939	1839.887975
940	1839.705384
941	1839.441945
942	1839.270426
943	1839.079173
944	1838.933717
945	1838.756583
946	1838.66961
947	1838.58352
948	1838.416311
949	1838.290664
950	1838.230088
951	1838.145762
952	1838.011314
953	1837.64276
954	1837.522856
955	1837.206584
956	1837.043239
957	1836.900087
958	1836.722989
959	1836.492454
960	1836.334384
961	1836.215322
962	1836.120506
963	1835.970403
964	1835.719691
965	1835.478275
966	1835.397956
967	1835.288357
968	1835.165911
969	1834.984613
970	1834.755944
971	1834.6252
972	1834.511712
973	1834.412452
974	1834.307195
975	1834.190646
976	1834.066884
977	1833.924305
978	1833.68846
979	1833.499082
980	1833.399902
981	1833.061129
982	1832.897511
983	1832.768273
984	1832.604558
985	1832.455041
986	1832.35841
987	1832.136047
988	1831.954318
989	1831.785881
990	1831.525921
991	1831.398702
992	1831.325663
993	1831.100477
994	1830.906203
995	1830.789687
996	1830.505306
997	1830.281185
998	1830.074934
999	1829.856478
1000	1829.68884
1001	1829.562977
1002	1829.525971
1003	1829.402287
1004	1829.277395
1005	1829.125716
1006	1829.006383
1007	1828.702895
1008	1828.540429
1009	1828.437005
1010	1828.191021
1011	1827.977356
1012	1827.761389
1013	1827.624397
1014	1827.55954
1015	1827.373239
1016	1827.068442
1017	1826.968724
1018	1826.812917
1019	1826.54966
1020	1826.283542
1021	1826.170306
1022	1825.755132
1023	1825.651905
1024	1825.579765
1025	1825.414809
1026	1825.025197
1027	1824.9132
1028	1824.649392
1029	1824.491183
1030	1824.26783
1031	1824.079519
1032	1823.902322
1033	1823.719198
1034	1823.572785
1035	1823.422966
1036	1823.288174
1037	1823.145871
1038	1823.085394
1039	1823.019494
1040	1822.852965
1041	1822.544467
1042	1822.409765
1043	1822.294585
1044	1822.069745
1045	1821.940528
1046	1821.838082
1047	1821.790639
1048	1821.630304
1049	1821.464867
1050	1821.209586
1051	1821.101151
1052	1821.059178
1053	1820.969534
1054	1820.870685
1055	1820.771389
1056	1820.639224
1057	1820.49992
1058	1820.214894
1059	1820.088169
1060	1819.976037
1061	1819.866719
1062	1819.740446
1063	1819.504843
1064	1819.357371
1065	1819.302436
1066	1819.181489
1067	1818.958417
1068	1818.878145
1069	1818.745738
1070	1818.606051
1071	1818.442222
1072	1818.215102
1073	1817.893458
1074	1817.744298
1075	1817.67297
1076	1817.576505
1077	1817.472903
1078	1817.393755
1079	1817.080605
1080	1816.917374
1081	1816.706568
1082	1816.468358
1083	1816.306377
1084	1816.19356
1085	1816.141157
1086	1815.946785
1087	1815.709728
1088	1815.568939
1089	1815.237085
1090	1815.163085
1091	1814.915365
1092	1814.789613
1093	1814.68695
1094	1814.51881
1095	1814.38003
1096	1814.222505
1097	1814.085293
1098	1813.78556
1099	1813.618318
1100	1813.465207
1101	1813.335195
1102	1813.127623
1103	1812.985451
1104	1812.748958
1105	1812.656654
1106	1812.508217
1107	1812.369069
1108	1812.285037
1109	1812.020369
1110	1811.876684
1111	1811.684387
1112	1811.570248
1113	1811.473807
1114	1811.320783
1115	1811.143899
1116	1811.035422
1117	1810.917005
1118	1810.717607
1119	1810.633358
1120	1810.508668
1121	1810.324339
1122	1810.196299
1123	1810.136263
1124	1810.06867
1125	1809.960034
1126	1809.837884
1127	1809.713914
1128	1809.633145
1129	1809.602226
1130	1809.40118
1131	1809.305106
1132	1809.167764
1133	1809.049626
1134	1808.818385
1135	1808.722026
1136	1808.492851
1137	1808.380561
1138	1808.364871
1139	1808.174266
1140	1808.042075
1141	1807.907163
1142	1807.710001
1143	1807.584362
1144	1807.430559
1145	1807.290276
1146	1807.12521
1147	1807.04631
1148	1806.928489
1149	1806.733049
1150	1806.562783
1151	1806.465146
1152	1806.338572
1153	1806.240026
1154	1806.136863
1155	1806.084567
1156	1806.042263
1157	1805.98549
1158	1805.90111
1159	1805.849769
1160	1805.792443
1161	1805.723891
1162	1805.645499
1163	1805.528485
1164	1805.434892
1165	1805.309228
1166	1805.239499
1167	1805.172327
1168	1805.04748
1169	1804.901246
1170	1804.82438
1171	1804.753173
1172	1804.668069
1173	1804.585228
1174	1804.524536
1175	1804.447999
1176	1804.423209
1177	1804.342393
1178	1804.278839
1179	1804.163062
1180	1804.089665
1181	1803.925986
1182	1803.733041
1183	1803.586851
1184	1803.451308
1185	1803.375942
1186	1803.284492
1187	1803.164866
1188	1803.026843
1189	1802.869225
1190	1802.840852
1191	1802.738634
1192	1802.58753
1193	1802.454326
1194	1802.387218
1195	1802.168967
1196	1802.008847
1197	1801.877074
1198	1801.774655
1199	1801.523892
1200	1801.425814
1201	1801.351266
1202	1801.133698
1203	1801.017762
1204	1800.914733
1205	1800.719477
1206	1800.459923
1207	1800.341232
1208	1800.152828
1209	1800.043382
1210	1799.955338
1211	1799.844726
1212	1799.689779
1213	1799.569788
1214	1799.214055
1215	1799.054183
1216	1798.928204
1217	1798.764773
1218	1798.673551
1219	1798.442735
1220	1798.311055
1221	1798.187186
1222	1797.995321
1223	1797.869758
1224	1797.745436
1225	1797.552621
1226	1797.465255
1227	1797.267336
1228	1797.206572
1229	1797.164135
1230	1797.103844
1231	1796.956494
1232	1796.888759
1233	1796.749887
1234	1796.655893
1235	1796.558533
1236	1796.38412
1237	1796.315378
1238	1796.184527
1239	1796.080123
1240	1795.883273
1241	1795.790576
1242	1795.576009
1243	1795.486356
1244	1795.464502
1245	1795.344367
1246	1795.259555
1247	1795.134496
