date_mutation,valeur_fonciere,adresse_nom_voie,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,prix_m2,annee,mois,nombre_lots
2023-02-08,660000.0,RUE DUPONT DE L EURE,75020.0,Paris 20e Arrondissement,Appartement,75.0,4,2.400098,48.867833,8800.0,2023,2,2
2023-01-30,458000.0,RUE DES MOINES,75017.0,Paris 17e Arrondissement,Appartement,48.0,2,2.323006,48.892528,9541.67,2023,1,3
2023-01-27,375000.0,RUE CARDINET,75017.0,Paris 17e Arrondissement,Appartement,53.0,2,2.313167,48.886331,7075.47,2023,1,1
2023-02-06,357000.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,Paris 9e Arrondissement,Appartement,19.0,2,2.334602,48.879859,18789.47,2023,2,2
2023-01-27,310000.0,RUE DE LA CHINE,75020.0,Paris 20e Arrondissement,Appartement,35.0,2,2.397508,48.868352,8857.14,2023,1,2
2023-01-30,1500000.0,RUE CHORON,75009.0,Paris 9e Arrondissement,Appartement,122.0,4,2.340508,48.877792,12295.08,2023,1,2
2023-02-07,460000.0,RUE SAINT ANTOINE,75004.0,Paris 4e Arrondissement,Appartement,36.0,2,2.366072,48.853286,12777.78,2023,2,1
2023-02-03,105000.0,RUE ORDENER,75018.0,Paris 18e Arrondissement,Appartement,54.0,3,2.359457,48.890117,1944.44,2023,2,1
2023-02-09,380000.0,PAS DE CRIMEE,75019.0,Paris 19e Arrondissement,Appartement,31.0,2,2.373904,48.892676,12258.06,2023,2,1
2023-02-03,179000.0,RUE LA CONDAMINE,75017.0,Paris 17e Arrondissement,Appartement,35.0,2,2.323034,48.887436,5114.29,2023,2,1
2023-01-25,118000.0,RUE BIOT,75017.0,Paris 17e Arrondissement,Appartement,16.0,1,2.326044,48.88409,7375.0,2023,1,1
2023-01-31,350000.0,RUE VITRUVE,75020.0,Paris 20e Arrondissement,Appartement,52.0,2,2.402283,48.856799,6730.77,2023,1,2
2023-02-01,612500.0,ALL GEORGES ROUAULT,75020.0,Paris 20e Arrondissement,Appartement,88.0,5,2.384231,48.869706,6960.23,2023,2,2
2023-02-09,584060.0,RUE SAUSSIER LEROY,75017.0,Paris 17e Arrondissement,Appartement,46.0,3,2.296352,48.879307,12696.96,2023,2,1
2023-02-02,1166200.0,RUE GUILLAUME TELL,75017.0,Paris 17e Arrondissement,Appartement,97.0,4,2.295672,48.884804,12022.68,2023,2,1
2023-02-06,634200.0,BD MALESHERBES,75008.0,Paris 8e Arrondissement,Appartement,188.0,5,2.316212,48.877391,3373.4,2023,2,1
2023-01-27,65000.0,RUE ROCROY,75010.0,Paris 10e Arrondissement,Appartement,9.0,0,2.350805,48.878635,7222.22,2023,1,1
2023-01-27,420000.0,RUE TORRICELLI,75017.0,Paris 17e Arrondissement,Appartement,25.0,2,2.29123,48.880085,16800.0,2023,1,1
2023-02-03,337850.0,RUE CHAMPIONNET,75018.0,Paris 18e Arrondissement,Appartement,33.0,1,2.337042,48.89574,10237.88,2023,2,1
2023-01-27,1969100.0,RUE SAINT-LAZARE,75009.0,Paris 9e Arrondissement,Appartement,103.0,5,2.334464,48.877146,19117.48,2023,1,2
2023-02-06,395000.0,RUE CARDINET,75017.0,Paris 17e Arrondissement,Appartement,45.0,3,2.313675,48.886879,8777.78,2023,2,1
2023-01-30,423000.0,AV JEAN JAURES,75019.0,Paris 19e Arrondissement,Appartement,42.0,3,2.387131,48.886956,10071.43,2023,1,1
2023-02-09,550000.0,RUE JOUFFROY D'ABBANS,75017.0,Paris 17e Arrondissement,Appartement,47.0,2,2.313018,48.887279,11702.13,2023,2,2
2023-02-09,300000.0,RUE LA FAYETTE,75010.0,Paris 10e Arrondissement,Appartement,35.0,2,2.367029,48.881696,8571.43,2023,2,1
2023-01-18,279480.0,RUE DU FBG POISSONNIERE,75010.0,Paris 10e Arrondissement,Appartement,26.0,1,2.349664,48.87796,10749.23,2023,1,1
2023-01-16,130000.0,RUE DE L AGENT BAILLY,75009.0,Paris 9e Arrondissement,Appartement,14.0,1,2.341971,48.878001,9285.71,2023,1,1
2023-01-30,500000.0,RUE DES MOINES,75017.0,Paris 17e Arrondissement,Appartement,46.0,2,2.322863,48.89242,10869.57,2023,1,2
2023-02-07,310000.0,RUE NOLLET,75017.0,Paris 17e Arrondissement,Appartement,29.0,2,2.324594,48.885208,10689.66,2023,2,2
2023-02-06,614000.0,RUE LOUIS BLANC,75010.0,Paris 10e Arrondissement,Appartement,76.0,4,2.361145,48.883645,8078.95,2023,2,2
2023-01-19,873940.0,RUE DANCOURT,75018.0,Paris 18e Arrondissement,Appartement,91.0,4,2.341655,48.882878,9603.74,2023,1,3
2023-01-24,86000.0,RUE SAINT-DENIS,75002.0,Paris 2e Arrondissement,Appartement,9.0,1,2.35047,48.86607,9555.56,2023,1,1
2023-01-23,409000.0,RUE RAMPAL,75019.0,Paris 19e Arrondissement,Appartement,42.0,2,2.379978,48.873304,9738.1,2023,1,2
2023-02-08,500000.0,RUE THERESE,75001.0,Paris 1er Arrondissement,Appartement,46.0,4,2.335712,48.866217,10869.57,2023,2,4
2023-02-07,4999800.0,AV PIERRE 1ER DE SERBIE,75008.0,Paris 8e Arrondissement,Appartement,211.0,4,2.300549,48.867885,23695.73,2023,2,2
2023-01-27,384000.0,RUE DE LA DUEE,75020.0,Paris 20e Arrondissement,Appartement,51.0,3,2.396462,48.871699,7529.41,2023,1,2
2023-01-27,1085300.0,RUE DE RICHELIEU,75001.0,Paris 1er Arrondissement,Appartement,69.0,3,2.337438,48.866363,15728.99,2023,1,6
2023-01-26,220000.0,CITE CHARLES GODON,75009.0,Paris 9e Arrondissement,Appartement,24.0,1,2.340959,48.879372,9166.67,2023,1,1
2023-02-06,6737038.0,RUE STE CROIX BRETONNERIE,75004.0,Paris 4e Arrondissement,Appartement,247.0,5,2.355936,48.85835,27275.46,2023,2,2
2023-01-19,170000.0,RUE DE LA MARE,75020.0,Paris 20e Arrondissement,Appartement,17.0,1,2.390069,48.870602,10000.0,2023,1,1
2023-02-09,240000.0,RUE POUCHET,75017.0,Paris 17e Arrondissement,Appartement,50.0,2,2.319904,48.893838,4800.0,2023,2,2
2023-01-26,300000.0,RUE BEAUREGARD,75002.0,Paris 2e Arrondissement,Appartement,27.0,1,2.350705,48.869607,11111.11,2023,1,2
2023-01-26,203000.0,RUE RAMUS,75020.0,Paris 20e Arrondissement,Appartement,28.0,2,2.399505,48.862667,7250.0,2023,1,1
2023-02-01,605200.0,RUE LEON JOST,75017.0,Paris 17e Arrondissement,Appartement,53.0,2,2.30191,48.880933,11418.87,2023,2,2
2023-02-02,1250000.0,BD DE SEBASTOPOL,75004.0,Paris 4e Arrondissement,Appartement,101.0,4,2.349828,48.860635,12376.24,2023,2,1
2023-01-25,1380000.0,BD GOUVION ST-CYR,75017.0,Paris 17e Arrondissement,Appartement,140.0,5,2.290157,48.884322,9857.14,2023,1,2
2023-01-31,550000.0,AV DES TERNES,75017.0,Paris 17e Arrondissement,Appartement,50.0,2,2.297134,48.877509,11000.0,2023,1,2
2023-02-01,97500.0,RUE DE L AGENT BAILLY,75009.0,Paris 9e Arrondissement,Appartement,13.0,1,2.341971,48.878001,7500.0,2023,2,1
2023-01-26,230000.0,AV DE CLICHY,75017.0,Paris 17e Arrondissement,Appartement,26.0,2,2.319099,48.891635,8846.15,2023,1,1
2023-02-06,767380.0,RUE LA GRANGE AUX BELLES,75010.0,Paris 10e Arrondissement,Appartement,61.0,2,2.365484,48.8744,12580.0,2023,2,1
2023-02-13,238000.0,BD ORNANO,75018.0,Paris 18e Arrondissement,Appartement,67.0,3,2.347486,48.894703,3552.24,2023,2,3
2023-01-20,313000.0,RUE LEON JOUHAUX,75010.0,Paris 10e Arrondissement,Appartement,24.0,2,2.363912,48.869095,13041.67,2023,1,1
2023-01-26,288400.0,RUE DE CLICHY,75009.0,Paris 9e Arrondissement,Appartement,24.0,1,2.328822,48.881592,12016.67,2023,1,1
2023-01-25,220000.0,RUE VAUVENARGUES,75018.0,Paris 18e Arrondissement,Appartement,27.0,2,2.334014,48.892218,8148.15,2023,1,2
2023-02-02,95000.0,RUE JEAN MERMOZ,75008.0,Paris 8e Arrondissement,Appartement,9.0,1,2.311774,48.870811,10555.56,2023,2,1
2023-02-15,250000.0,RUE SAINT-HONORE,75001.0,Paris 1er Arrondissement,Appartement,23.0,2,2.330343,48.865316,10869.57,2023,2,1
2023-02-09,239000.0,RUE DOUDEAUVILLE,75018.0,Paris 18e Arrondissement,Appartement,25.0,2,2.35233,48.888593,9560.0,2023,2,3
2023-02-06,225000.0,RUE DES MARAICHERS,75020.0,Paris 20e Arrondissement,Appartement,15.0,1,2.406318,48.853524,15000.0,2023,2,1
2023-02-06,503400.0,RUE DE NANTES,75019.0,Paris 19e Arrondissement,Appartement,68.0,3,2.38214,48.892265,7402.94,2023,2,2
2023-01-26,647000.0,RUE SAINT PAUL,75004.0,Paris 4e Arrondissement,Appartement,95.0,3,2.361939,48.854198,6810.53,2023,1,1
2023-01-24,1168650.0,RUE LAUGIER,75017.0,Paris 17e Arrondissement,Appartement,88.0,3,2.29445,48.881948,13280.11,2023,1,1
2023-02-13,506400.0,RUE PERDONNET,75010.0,Paris 10e Arrondissement,Appartement,56.0,3,2.360783,48.883983,9042.86,2023,2,2
2023-01-18,470000.0,RUE DES CASCADES,75020.0,Paris 20e Arrondissement,Appartement,29.0,2,2.389993,48.872288,16206.9,2023,1,2
2023-01-31,480945.0,RUE TESSON,75010.0,Paris 10e Arrondissement,Appartement,15.0,1,2.371765,48.871336,32063.0,2023,1,2
2023-02-03,799700.0,RUE DE LA BOULE ROUGE,75009.0,Paris 9e Arrondissement,Appartement,75.0,3,2.344522,48.873234,10662.67,2023,2,5
2023-02-09,460000.0,RUE RIQUET,75019.0,Paris 19e Arrondissement,Appartement,54.0,3,2.376229,48.888375,8518.52,2023,2,1
2023-01-17,150000.0,AV MATHURIN MOREAU,75019.0,Paris 19e Arrondissement,Appartement,20.0,1,2.375554,48.878369,7500.0,2023,1,1
2023-01-31,582200.0,RUE LACROIX,75017.0,Paris 17e Arrondissement,Appartement,52.0,3,2.323776,48.891086,11196.15,2023,1,1
2023-01-20,1498000.0,AV DE VILLIERS,75017.0,Paris 17e Arrondissement,Appartement,115.0,3,2.306567,48.883143,13026.09,2023,1,2
2023-02-02,271045.0,RUE LAMARCK,75018.0,Paris 18e Arrondissement,Appartement,18.0,1,2.32852,48.890954,15058.06,2023,2,1
2023-02-10,145000.0,RUE DE TURIN,75008.0,Paris 8e Arrondissement,Appartement,7.0,1,2.324209,48.881852,20714.29,2023,2,1
2023-02-14,760000.0,QUAI DE VALMY,75010.0,Paris 10e Arrondissement,Appartement,74.0,3,2.363498,48.875876,10270.27,2023,2,2
2023-01-09,702800.0,RUE MESLAY,75003.0,Paris 3e Arrondissement,Appartement,60.0,3,2.359931,48.867496,11713.33,2023,1,1
2023-01-11,200000.0,RUE NOTRE-DAME DE LORETTE,75009.0,Paris 9e Arrondissement,Appartement,14.0,1,2.338557,48.877956,14285.71,2023,1,3
2023-01-23,180000.0,RUE LA FAYETTE,75010.0,Paris 10e Arrondissement,Appartement,18.0,1,2.367354,48.882305,10000.0,2023,1,1
2023-02-02,394231.0,RUE NAVIER,75017.0,Paris 17e Arrondissement,Appartement,47.0,3,2.326939,48.895458,8387.89,2023,2,2
2023-01-24,195000.0,PL ADOLPHE MAX,75009.0,Paris 9e Arrondissement,Appartement,43.0,3,2.330425,48.883048,4534.88,2023,1,1
2023-01-27,638300.0,AV DE WAGRAM,75017.0,Paris 17e Arrondissement,Appartement,50.0,2,2.296557,48.876684,12766.0,2023,1,2
2023-01-31,45000.0,RUE SAINT-DENIS,75002.0,Paris 2e Arrondissement,Appartement,35.0,1,2.352263,48.86951,1285.71,2023,1,1
2023-01-24,685450.0,RUE DE LA GUADELOUPE,75018.0,Paris 18e Arrondissement,Appartement,63.0,3,2.361845,48.890532,10880.16,2023,1,2
2023-02-03,184000.0,RUE DE MAUBEUGE,75009.0,Paris 9e Arrondissement,Appartement,15.0,1,2.343362,48.877387,12266.67,2023,2,1
2023-02-07,585000.0,RUE VAUVENARGUES,75018.0,Paris 18e Arrondissement,Appartement,50.0,2,2.333809,48.892644,11700.0,2023,2,1
2023-02-07,1410000.0,RUE LAMARCK,75018.0,Paris 18e Arrondissement,Appartement,90.0,4,2.340919,48.889317,15666.67,2023,2,2
2023-01-30,100000.0,BD DES ITALIENS,75002.0,Paris 2e Arrondissement,Appartement,13.0,1,2.335675,48.870938,7692.31,2023,1,1
2023-02-10,456600.0,RUE MELINGUE,75019.0,Paris 19e Arrondissement,Appartement,39.0,3,2.385513,48.875458,11707.69,2023,2,2
2023-01-23,1074600.0,RUE VIEILLE DU TEMPLE,75004.0,Paris 4e Arrondissement,Appartement,59.0,2,2.357623,48.858041,18213.56,2023,1,1
2023-01-18,240250.0,RUE DU BORREGO,75020.0,Paris 20e Arrondissement,Appartement,33.0,1,2.400526,48.872712,7280.3,2023,1,2
2023-02-07,367200.0,RUE DURANTIN,75018.0,Paris 18e Arrondissement,Appartement,31.0,2,2.336025,48.886233,11845.16,2023,2,2
2023-02-09,460000.0,RUE MARCADET,75018.0,Paris 18e Arrondissement,Appartement,60.0,3,2.350663,48.890808,7666.67,2023,2,1
2023-01-25,1275200.0,RUE REAUMUR,75002.0,Paris 2e Arrondissement,Appartement,141.0,4,2.348683,48.866731,9043.97,2023,1,2
2023-02-10,475000.0,RUE AUDRAN,75018.0,Paris 18e Arrondissement,Appartement,34.0,2,2.336103,48.885036,13970.59,2023,2,1
2023-02-09,214420.0,RUE LABAT,75018.0,Paris 18e Arrondissement,Appartement,25.0,1,2.34869,48.888877,8576.8,2023,2,2
2023-01-18,120000.0,RUE DE BRUXELLES,75009.0,Paris 9e Arrondissement,Appartement,23.0,1,2.328116,48.882942,5217.39,2023,1,2
2023-02-03,755000.0,RUE DES DEUX PONTS,75004.0,Paris 4e Arrondissement,Appartement,57.0,2,2.356175,48.851794,13245.61,2023,2,1
2023-01-17,600000.0,RUE CHARLOT,75003.0,Paris 3e Arrondissement,Appartement,47.0,2,2.361853,48.86195,12765.96,2023,1,1
2023-01-26,625000.0,VIL WAGRAM SAINT HONORE,75008.0,Paris 8e Arrondissement,Appartement,53.0,3,2.299018,48.877209,11792.45,2023,1,2
2023-01-27,353000.0,RUE POUCHET,75017.0,Paris 17e Arrondissement,Appartement,41.0,2,2.321548,48.894747,8609.76,2023,1,2
2023-01-25,55000.0,RUE DU MONT-THABOR,75001.0,Paris 1er Arrondissement,Appartement,104.0,5,2.328975,48.865874,528.85,2023,1,1
2023-01-27,120000.0,RUE LECLUSE,75017.0,Paris 17e Arrondissement,Appartement,13.0,1,2.325281,48.884045,9230.77,2023,1,1
2023-02-09,650000.0,RUE DU FBG POISSONNIERE,75010.0,Paris 10e Arrondissement,Appartement,65.0,3,2.348926,48.876602,10000.0,2023,2,3
2023-02-06,300000.0,RUE DU PONT AUX CHOUX,75003.0,Paris 3e Arrondissement,Appartement,27.0,1,2.36641,48.861163,11111.11,2023,2,1
2023-02-02,157000.0,RUE BOUCHARDON,75010.0,Paris 10e Arrondissement,Appartement,84.0,3,2.357318,48.870407,1869.05,2023,2,1
2023-02-08,62000.0,RUE FOURCROY,75017.0,Paris 17e Arrondissement,Appartement,85.0,4,2.297746,48.881226,729.41,2023,2,1
2023-02-08,346500.0,RUE MARTEL,75010.0,Paris 10e Arrondissement,Appartement,42.0,2,2.352636,48.873928,8250.0,2023,2,1
2023-01-24,1080000.0,RUE DE LANCRY,75010.0,Paris 10e Arrondissement,Appartement,129.0,4,2.360404,48.869034,8372.09,2023,1,1
2023-01-27,815000.0,RUE DU REPOS,75020.0,Paris 20e Arrondissement,Appartement,76.0,3,2.390544,48.859328,10723.68,2023,1,2
2023-02-08,735000.0,RUE LA GRANGE AUX BELLES,75010.0,Paris 10e Arrondissement,Appartement,63.0,3,2.367121,48.875784,11666.67,2023,2,1
2023-01-17,122000.0,RUE FESSART,75019.0,Paris 19e Arrondissement,Appartement,9.0,1,2.387123,48.876572,13555.56,2023,1,2
2023-02-10,145000.0,RUE EUGENE VARLIN,75010.0,Paris 10e Arrondissement,Appartement,12.0,1,2.364113,48.878319,12083.33,2023,2,1
2023-02-14,714000.0,AV TRUDAINE,75009.0,Paris 9e Arrondissement,Appartement,56.0,3,2.345679,48.88202,12750.0,2023,2,1
2023-01-27,320200.0,RUE CLAVEL,75019.0,Paris 19e Arrondissement,Appartement,16.0,1,2.384848,48.874343,20012.5,2023,1,2
2023-01-27,740000.0,RUE VERNIQUET,75017.0,Paris 17e Arrondissement,Appartement,75.0,3,2.301209,48.888164,9866.67,2023,1,1
2023-01-27,321000.0,RUE DES MARTYRS,75018.0,Paris 18e Arrondissement,Appartement,25.0,0,2.340089,48.883147,12840.0,2023,1,1
2023-01-31,825000.0,RUE FROISSART,75003.0,Paris 3e Arrondissement,Appartement,26.0,1,2.365965,48.861336,31730.77,2023,1,1
2023-01-31,1285000.0,RUE DES ROSIERS,75004.0,Paris 4e Arrondissement,Appartement,117.0,5,2.360298,48.856498,10982.91,2023,1,2
2023-02-14,153000.0,RUE ORDENER,75018.0,Paris 18e Arrondissement,Appartement,17.0,1,2.347925,48.89216,9000.0,2023,2,1
2023-01-27,471400.0,RUE COMPANS,75019.0,Paris 19e Arrondissement,Appartement,43.0,2,2.393307,48.878478,10962.79,2023,1,2
2023-01-26,738000.0,RUE ROBERT PLANQUETTE,75018.0,Paris 18e Arrondissement,Appartement,58.0,3,2.334212,48.884906,12724.14,2023,1,1
2023-02-06,515000.0,RUE CHARLES V,75004.0,Paris 4e Arrondissement,Appartement,100.0,5,2.362115,48.853378,5150.0,2023,2,1
2023-02-09,464220.0,RUE EUGENE CARRIERE,75018.0,Paris 18e Arrondissement,Appartement,40.0,2,2.333175,48.89137,11605.5,2023,2,2
2023-01-27,305650.0,RUE SIMART,75018.0,Paris 18e Arrondissement,Appartement,27.0,2,2.347358,48.891553,11320.37,2023,1,2
2023-02-14,495000.0,RUE LA BRUYERE,75009.0,Paris 9e Arrondissement,Appartement,43.0,3,2.334347,48.879236,11511.63,2023,2,2
2023-02-07,303000.0,RUE DE L'OLIVE,75018.0,Paris 18e Arrondissement,Appartement,36.0,2,2.360955,48.89042,8416.67,2023,2,2
2023-01-27,485000.0,RUE MARCADET,75018.0,Paris 18e Arrondissement,Appartement,56.0,3,2.341132,48.890974,8660.71,2023,1,2
2023-02-03,336000.0,RUE DES GRANDS CHAMPS,75020.0,Paris 20e Arrondissement,Appartement,40.0,2,2.408019,48.85237,8400.0,2023,2,2
2023-02-07,697500.0,RUE DU MONT CENIS,75018.0,Paris 18e Arrondissement,Appartement,28.0,2,2.345265,48.8946,24910.71,2023,2,1
2023-02-09,443000.0,RUE LOUIS BLANC,75010.0,Paris 10e Arrondissement,Appartement,48.0,2,2.361145,48.883645,9229.17,2023,2,2
2023-02-13,430920.0,RUE DU REPOS,75020.0,Paris 20e Arrondissement,Appartement,42.0,2,2.390544,48.859328,10260.0,2023,2,2
2023-01-17,276500.0,RUE PELLEPORT,75020.0,Paris 20e Arrondissement,Appartement,35.0,2,2.399294,48.870967,7900.0,2023,1,2
2023-02-09,400000.0,RUE NICOLET,75018.0,Paris 18e Arrondissement,Appartement,32.0,1,2.346119,48.888285,12500.0,2023,2,2
2023-02-02,110000.0,RUE BOURSAULT,75017.0,Paris 17e Arrondissement,Appartement,11.0,1,2.319264,48.884512,10000.0,2023,2,1
2023-02-03,893900.0,RUE LEMERCIER,75017.0,Paris 17e Arrondissement,Appartement,72.0,4,2.319908,48.88856,12415.28,2023,2,2
2023-02-03,408000.0,AV STEPHANE MALLARME,75017.0,Paris 17e Arrondissement,Appartement,40.0,2,2.291886,48.886697,10200.0,2023,2,1
2023-01-30,318000.0,RUE POULET,75018.0,Paris 18e Arrondissement,Appartement,45.0,2,2.350099,48.887803,7066.67,2023,1,2
2023-01-20,1082680.0,RUE LEBOUTEUX,75017.0,Paris 17e Arrondissement,Appartement,78.0,3,2.316287,48.88321,13880.51,2023,1,1
2023-01-31,70000.0,RUE ANDRE ANTOINE,75018.0,Paris 18e Arrondissement,Appartement,11.0,1,2.337187,48.882857,6363.64,2023,1,1
2023-01-25,260000.0,RUE DEVERIA,75020.0,Paris 20e Arrondissement,Appartement,40.0,3,2.398955,48.872557,6500.0,2023,1,1
2023-01-31,625310.0,RUE DES FOUGERES,75020.0,Paris 20e Arrondissement,Appartement,76.0,4,2.409483,48.872263,8227.76,2023,1,2
2023-02-08,422800.0,AV JEAN JAURES,75019.0,Paris 19e Arrondissement,Appartement,33.0,2,2.383603,48.886711,12812.12,2023,2,2
2023-02-08,620000.0,RUE DES HAUDRIETTES,75003.0,Paris 3e Arrondissement,Appartement,59.0,2,2.357892,48.86205,10508.47,2023,2,2
2023-02-03,348375.0,RUE MANIN,75019.0,Paris 19e Arrondissement,Appartement,43.0,2,2.392165,48.884336,8101.74,2023,2,2
2023-02-01,684165.06,RUE DU CHATEAU LANDON,75010.0,Paris 10e Arrondissement,Appartement,51.0,3,2.362613,48.879658,13415.0,2023,2,2
2023-02-06,290000.0,RUE DE LA JONQUIERE,75017.0,Paris 17e Arrondissement,Appartement,34.0,1,2.324716,48.893778,8529.41,2023,2,2
2023-01-26,555000.0,AV DE CLICHY,75017.0,Paris 17e Arrondissement,Appartement,54.0,3,2.316567,48.892894,10277.78,2023,1,2
2023-02-01,343000.0,BD ORNANO,75018.0,Paris 18e Arrondissement,Appartement,31.0,2,2.345837,48.896751,11064.52,2023,2,1
2023-02-15,965000.0,BD DE MAGENTA,75010.0,Paris 10e Arrondissement,Appartement,121.0,4,2.350308,48.883326,7975.21,2023,2,2
2023-02-10,437000.0,RUE RODIER,75009.0,Paris 9e Arrondissement,Appartement,37.0,2,2.343441,48.879343,11810.81,2023,2,1
2023-02-15,150000.0,RUE DE LA CHAPELLE,75018.0,Paris 18e Arrondissement,Appartement,16.0,1,2.359254,48.891986,9375.0,2023,2,1
2023-02-14,200000.0,RUE HENRI CHEVREAU,75020.0,Paris 20e Arrondissement,Appartement,18.0,1,2.388645,48.8707,11111.11,2023,2,1
2023-02-10,838000.0,RUE DE TURENNE,75003.0,Paris 3e Arrondissement,Appartement,58.0,3,2.364699,48.857871,14448.28,2023,2,2
2023-02-06,400000.0,RUE DE NANCY,75010.0,Paris 10e Arrondissement,Appartement,39.0,3,2.358227,48.87234,10256.41,2023,2,1
2023-02-16,466666.0,RUE CHARLES-FRANCOIS DUPUIS,75003.0,Paris 3e Arrondissement,Appartement,45.0,2,2.363282,48.865119,10370.36,2023,2,1
2023-02-06,470250.0,RUE DU CIRQUE,75008.0,Paris 8e Arrondissement,Appartement,26.0,3,2.31509,48.871108,18086.54,2023,2,1
2023-02-08,537215.5,RUE DE PALESTINE,75019.0,Paris 19e Arrondissement,Appartement,52.0,3,2.389825,48.875715,10331.07,2023,2,1
2023-02-16,200000.0,RUE DU CAPITAINE FERBER,75020.0,Paris 20e Arrondissement,Appartement,24.0,1,2.406568,48.866359,8333.33,2023,2,1
2023-02-10,352500.0,RUE DE CAMBRAI,75019.0,Paris 19e Arrondissement,Appartement,48.0,2,2.377484,48.893594,7343.75,2023,2,2
2023-01-31,127778.0,RUE REBEVAL,75019.0,Paris 19e Arrondissement,Appartement,16.0,1,2.380757,48.874836,7986.12,2023,1,1
2023-01-30,570300.0,RUE DE L OURCQ,75019.0,Paris 19e Arrondissement,Appartement,75.0,4,2.377122,48.892433,7604.0,2023,1,1
2023-01-20,271350.0,RUE BERZELIUS,75017.0,Paris 17e Arrondissement,Appartement,18.0,2,2.318362,48.892838,15075.0,2023,1,3
2023-01-25,249500.0,RUE PHILIPPE DE GIRARD,75018.0,Paris 18e Arrondissement,Appartement,31.0,2,2.361228,48.886224,8048.39,2023,1,2
2023-02-03,1230000.0,RUE CHAMBIGES,75008.0,Paris 8e Arrondissement,Appartement,71.0,3,2.30339,48.866912,17323.94,2023,2,1
2023-02-09,1300000.0,AV GAMBETTA,75020.0,Paris 20e Arrondissement,Appartement,90.0,6,2.395572,48.865203,14444.44,2023,2,0
2023-02-10,499800.0,RUE BELLIARD,75018.0,Paris 18e Arrondissement,Appartement,57.0,2,2.333499,48.895992,8768.42,2023,2,2
2023-01-11,322000.0,RUE PIAT,75020.0,Paris 20e Arrondissement,Appartement,34.0,2,2.383342,48.872955,9470.59,2023,1,1
2023-02-08,2527000.0,RUE DES PETITS PERES,75002.0,Paris 2e Arrondissement,Appartement,78.0,3,2.340146,48.866086,32397.44,2023,2,1
2023-02-16,288000.0,QUAI DE L OISE,75019.0,Paris 19e Arrondissement,Appartement,31.0,1,2.38301,48.890943,9290.32,2023,2,2
2023-01-24,195000.0,RUE CURIAL,75019.0,Paris 19e Arrondissement,Appartement,34.0,1,2.370769,48.890985,5735.29,2023,1,1
2023-01-31,555000.0,AV DE SAINT OUEN,75018.0,Paris 18e Arrondissement,Appartement,67.0,3,2.3276,48.892418,8283.58,2023,1,2
2023-02-03,440500.0,RUE DU SURMELIN,75020.0,Paris 20e Arrondissement,Appartement,41.0,2,2.405938,48.869334,10743.9,2023,2,2
2023-02-08,222300.0,BD DE LA VILLETTE,75010.0,Paris 10e Arrondissement,Appartement,25.0,2,2.373209,48.874994,8892.0,2023,2,2
2023-02-14,170000.0,RUE LAMARCK,75018.0,Paris 18e Arrondissement,Appartement,20.0,1,2.342317,48.889457,8500.0,2023,2,1
2023-02-15,505000.0,RUE ORDENER,75018.0,Paris 18e Arrondissement,Appartement,43.0,2,2.343476,48.892478,11744.19,2023,2,2
2023-01-25,174300.0,RUE DES VINAIGRIERS,75010.0,Paris 10e Arrondissement,Appartement,25.0,2,2.359658,48.872999,6972.0,2023,1,2
2023-02-08,50700.0,RUE DES JEUNEURS,75002.0,Paris 2e Arrondissement,Appartement,17.0,1,2.346299,48.869156,2982.35,2023,2,1
2023-02-13,332000.0,RUE DES PYRENEES,75020.0,Paris 20e Arrondissement,Appartement,41.0,2,2.40545,48.855795,8097.56,2023,2,2
2023-01-20,110000.0,RUE DU DOCTEUR HEULIN,75017.0,Paris 17e Arrondissement,Appartement,12.0,1,2.324217,48.890598,9166.67,2023,1,1
2023-01-24,200000.0,RUE DU FBG ST MARTIN,75010.0,Paris 10e Arrondissement,Appartement,22.0,1,2.367767,48.883765,9090.91,2023,1,1
2023-02-15,739550.0,RUE LACROIX,75017.0,Paris 17e Arrondissement,Appartement,64.0,3,2.323853,48.891165,11555.47,2023,2,3
2023-01-31,264000.0,RUE RODIER,75009.0,Paris 9e Arrondissement,Appartement,19.0,2,2.343371,48.878803,13894.74,2023,1,1
2023-01-26,600000.0,RUE DES HAIES,75020.0,Paris 20e Arrondissement,Appartement,24.0,1,2.40185,48.853015,25000.0,2023,1,1
2023-02-06,368050.0,RUE MARX DORMOY,75018.0,Paris 18e Arrondissement,Appartement,46.0,2,2.358804,48.887844,8001.09,2023,2,1
2023-01-12,155000.0,RUE DE MAUBEUGE,75009.0,Paris 9e Arrondissement,Appartement,15.0,1,2.348936,48.879729,10333.33,2023,1,1
2023-02-06,1034950.0,BD DE CLICHY,75018.0,Paris 18e Arrondissement,Appartement,60.0,2,2.336892,48.883404,17249.17,2023,2,2
2023-01-19,580000.0,RUE DE STEINKERQUE,75018.0,Paris 18e Arrondissement,Appartement,51.0,3,2.343458,48.883536,11372.55,2023,1,1
2023-02-02,171430.0,RUE VERON,75018.0,Paris 18e Arrondissement,Appartement,17.0,1,2.335522,48.885111,10084.12,2023,2,1
2023-02-02,625425.0,RUE DU MONT CENIS,75018.0,Paris 18e Arrondissement,Appartement,51.0,3,2.344691,48.893609,12263.24,2023,2,2
